komisi,bidang,lokasi_ID,ID_SKPD,kode_SKPD,nama_SKPD, nilai_anggaran , nilai_SP2D ,persen_SP2D, nilai_SPJ ,persen_SPJ,persen_rencana,persen_pelaksanaan
5,3,20000,748,1.12.002,Kantor Keluarga Berencana - JAKUT," 11,093,210,000 "," 5,689,426,488 ",51.29%," 4,598,050,582 ",41.45%,91.13%,85.48%
5,3,20000,1008,1.02.021,Sudin Kesehatan - JAKUT," 52,040,730,020 "," 23,645,970,547 ",45.44%," 21,343,386,419 ",41.01%,94.06%,78.14%
4,4,20000,1014,1.04.003,"Sudin Perumahan, Permukiman dan Gedung Pemda - JAKUT"," 75,989,019,280 "," 6,223,063,837 ",8.19%," 5,279,343,840 ",6.95%,90.05%,2.04%
4,4,20000,1020,1.05.006,Sudin Tata Ruang dan Pertanahan  - JAKUT," 3,074,800,000 "," 2,319,450,725 ",75.43%," 1,947,683,180 ",63.34%,98.84%,75.29%
1,1,20000,1039,1.20.368,Kantor Kepegawaian - JAKUT," 2,800,000,000 "," 2,779,022,500 ",99.25%," 2,368,350,700 ",84.58%,98.26%,95.37%
2,2,20000,1055,2.07.007,Sudin Perindustrian dan Energi - JAKUT," 24,296,504,411 "," 9,852,731,366 ",40.55%," 8,096,870,538 ",33.33%,87.68%,77.23%
3,2,20000,1103,1.20.383,Unit Perbendaharaan dan Pelayanan Kas Jakarta Utara," 2,654,000,000 "," 2,380,433,300 ",89.69%," 1,711,128,952 ",64.47%,71.63%,23.98%
1,1,20100,441,1.20.079,Kecamatan Penjaringan - JAKUT," 4,810,000,000 "," 1,533,973,855 ",31.89%," 1,147,460,680 ",23.86%,80.61%,29.00%
1,1,20101,442,1.20.080,Kelurahan Kamal Muara - JAKUT," 3,651,050,000 "," 3,144,022,419 ",86.11%," 2,426,637,699 ",66.46%,76.78%,38.34%
1,1,20102,443,1.20.081,Kelurahan Kapuk Muara - JAKUT," 4,506,725,000 "," 3,829,074,803 ",84.96%," 2,784,995,011 ",61.80%,25.77%,56.41%
1,1,20103,444,1.20.082,Kelurahan Pejagalan - JAKUT," 6,779,158,000 "," 5,031,314,614 ",74.22%," 4,476,931,191 ",66.04%,36.39%,41.69%
1,1,20104,446,1.20.083,Kelurahan Penjaringan - JAKUT," 8,077,630,000 "," 7,087,944,201 ",87.75%," 5,460,352,160 ",67.60%,35.39%,66.32%
1,1,20105,445,1.20.084,Kelurahan Pluit - JAKUT," 6,876,609,000 "," 5,571,563,178 ",81.02%," 4,593,947,683 ",66.81%,33.48%,67.37%
1,1,20200,447,1.20.085,Kecamatan Pademangan - JAKUT," 3,645,000,000 "," 3,562,489,313 ",97.74%," 2,847,847,803 ",78.13%,93.99%,52.60%
1,1,20201,448,1.20.086,Kelurahan Ancol - JAKUT," 3,669,551,000 "," 3,286,438,277 ",89.56%," 2,391,068,627 ",65.16%,84.97%,65.79%
1,1,20202,449,1.20.087,Kelurahan Pademangan Barat - JAKUT," 6,926,680,000 "," 6,087,275,245 ",87.88%," 4,666,811,705 ",67.37%,77.63%,69.46%
1,1,20203,450,1.20.088,Kelurahan Pademangan Timur - JAKUT," 4,757,975,000 "," 4,625,082,898 ",97.21%," 3,854,795,148 ",81.02%,83.52%,52.90%
1,1,20300,451,1.20.089,Kecamatan Tanjung Priok - JAKUT," 5,396,000,000 "," 4,290,423,004 ",79.51%," 3,552,294,130 ",65.83%,85.73%,18.59%
1,1,20301,453,1.20.090,Kelurahan Sunter Jaya - JAKUT," 6,423,647,000 "," 6,035,125,254 ",93.95%," 4,713,651,181 ",73.38%,79.81%,71.39%
1,1,20302,452,1.20.091,Kelurahan Sunter Agung - JAKUT," 7,753,640,000 "," 6,432,151,265 ",82.96%," 4,263,948,310 ",54.99%,64.32%,57.56%
1,1,20303,455,1.20.092,Kelurahan Papanggo - JAKUT," 4,735,916,000 "," 4,113,177,886 ",86.85%," 3,936,321,156 ",83.12%,89.17%,21.62%
1,1,20304,454,1.20.093,Kelurahan Warakas - JAKUT," 5,545,363,000 "," 5,441,558,211 ",98.13%," 4,113,247,227 ",74.17%,94.93%,46.13%
1,1,20305,456,1.20.094,Kelurahan Sungai Bambu - JAKUT," 4,237,220,500 "," 4,050,807,428 ",95.60%," 3,067,056,178 ",72.38%,83.84%,55.83%
1,1,20306,457,1.20.095,Kelurahan Kebon Bawang - JAKUT," 6,117,307,000 "," 4,933,390,074 ",80.65%," 4,279,936,254 ",69.96%,86.08%,39.73%
1,1,20307,458,1.20.096,Kelurahan Tanjung Priok - JAKUT," 5,646,596,000 "," 4,625,274,655 ",81.91%," 4,255,178,404 ",75.36%,96.79%,48.09%
1,1,20400,459,1.20.097,Kecamatan Koja - JAKUT," 4,871,000,000 "," 3,893,527,982 ",79.93%," 3,524,383,194 ",72.35%,87.60%,79.97%
1,1,20401,461,1.20.098,Kelurahan Tugu Utara - JAKUT," 6,430,639,500 "," 5,286,046,596 ",82.20%," 5,024,847,275 ",78.14%,83.26%,43.66%
1,1,20402,460,1.20.099,Kelurahan Tugu Selatan - JAKUT," 3,625,100,000 "," 3,028,412,379 ",83.54%," 2,200,652,288 ",60.71%,82.57%,65.87%
1,1,20403,462,1.20.100,Kelurahan Rawa Badak Utara - JAKUT," 4,716,500,000 "," 3,899,090,979 ",82.67%," 3,613,400,613 ",76.61%,73.80%,51.35%
1,1,20404,463,1.20.101,Kelurahan Koja - JAKUT," 5,345,010,000 "," 4,249,630,283 ",79.51%," 3,604,489,543 ",67.44%,72.77%,93.70%
1,1,20405,465,1.20.102,Kelurahan Rawa Badak Selatan - JAKUT," 3,884,703,000 "," 3,069,949,007 ",79.03%," 2,757,455,780 ",70.98%,78.21%,75.34%
1,1,20406,464,1.20.103,Kelurahan Lagoa - JAKUT," 6,756,842,000 "," 5,558,425,049 ",82.26%," 5,080,349,769 ",75.19%,84.33%,33.14%
1,1,20500,466,1.20.104,Kecamatan Kelapa Gading - JAKUT," 3,250,600,000 "," 1,696,976,545 ",52.21%," 1,286,006,576 ",39.56%,91.07%,39.07%
1,1,20501,468,1.20.105,Kelurahan Kelapa Gading Timur - JAKUT," 6,687,876,000 "," 6,502,860,999 ",97.23%," 4,963,280,256 ",74.21%,76.67%,64.01%
1,1,20502,467,1.20.106,Kelurahan Kelapa Gading Barat - JAKUT," 6,661,730,000 "," 5,838,521,085 ",87.64%," 4,567,599,667 ",68.56%,83.58%,64.41%
1,1,20503,469,1.20.107,Kelurahan Pegangsaan Dua - JAKUT," 7,493,885,000 "," 6,882,506,289 ",91.84%," 5,122,451,335 ",68.36%,82.91%,25.71%
1,1,20600,470,1.20.108,Kecamatan Cilincing - JAKUT," 4,883,000,000 "," 4,099,830,927 ",83.96%," 2,745,524,600 ",56.23%,81.97%,3.27%
1,1,20601,471,1.20.109,Kelurahan Sukapura - JAKUT," 4,768,152,000 "," 3,821,174,390 ",80.14%," 3,690,473,109 ",77.40%,85.44%,63.83%
1,1,20602,472,1.20.110,Kelurahan Rorotan - JAKUT," 5,446,093,000 "," 4,504,520,377 ",82.71%," 4,061,263,247 ",74.57%,83.77%,77.26%
1,1,20603,473,1.20.111,Kelurahan Marunda - JAKUT," 4,066,643,000 "," 3,787,556,928 ",93.14%," 3,378,804,634 ",83.09%,93.32%,62.80%
1,1,20604,474,1.20.112,Kelurahan Cilincing - JAKUT," 5,392,480,000 "," 5,125,332,380 ",95.05%," 4,046,980,936 ",75.05%,86.63%,75.30%
1,1,20605,476,1.20.113,Kelurahan Semper Timur - JAKUT," 4,582,810,000 "," 4,010,863,409 ",87.52%," 3,284,779,740 ",71.68%,83.52%,56.96%
1,1,20606,475,1.20.114,Kelurahan Semper Barat - JAKUT," 7,013,405,500 "," 5,857,395,528 ",83.52%," 5,180,409,965 ",73.86%,49.45%,66.01%
1,1,20607,477,1.20.115,Kelurahan Kalibaru - JAKUT," 6,672,835,625 "," 5,138,166,937 ",77.00%," 3,984,064,837 ",59.71%,79.18%,44.64%
1,1,30000,160,1.20.120,Kota Administrasi Jakarta Barat," 131,557,150,447 "," 58,029,053,812 ",44.11%," 47,849,180,676 ",36.37%,37.17%,32.06%
1,1,30000,161,1.06.004,Kantor Perencanaan Pembangunan - JAKBAR," 5,600,000,000 "," 4,377,443,000 ",78.17%," 3,638,604,947 ",64.98%,91.16%,77.01%
1,1,30000,162,1.20.365,Inspektorat Pembantu - JAKBAR," 5,191,750,000 "," 5,076,272,750 ",97.78%," 2,477,119,747 ",47.71%,68.69%,48.15%
1,1,30000,163,1.19.004,Kantor Kesatuan Bangsa dan Politik - JAKBAR," 12,750,000,000 "," 10,493,086,250 ",82.30%," 5,166,922,250 ",40.52%,44.03%,44.03%
4,4,30000,164,1.08.012,Kantor Lingkungan Hidup - JAKBAR," 4,140,000,000 "," 3,028,689,750 ",73.16%," 2,635,179,728 ",63.65%,86.68%,47.98%
5,3,30000,165,1.22.004,Kantor Pemberdayaan Masyarakat dan Perempuan - JAKBAR," 11,321,587,500 "," 10,766,912,997 ",95.10%," 5,344,095,977 ",47.20%,55.37%,42.46%
1,1,30000,166,1.20.361,Satpol PP - JAKBAR," 34,384,895,457 "," 22,128,701,065 ",64.36%," 21,986,181,065 ",63.94%,9.26%,73.13%
1,1,30000,167,1.10.004,Sudin Kependudukan dan Catatan Sipil - JAKBAR," 6,679,657,000 "," 4,653,150,767 ",69.66%," 2,598,971,092 ",38.91%,89.65%,76.00%
1,1,30000,168,1.20.187,Sudin Pemadam Kebakaran dan Penanggulangan Bencana - JAKBAR," 41,291,915,867 "," 19,665,036,840 ",47.62%," 17,212,245,689 ",41.68%,76.79%,27.38%
2,2,30000,170,1.15.005,"Sudin Koperasi, Usaha Mikro, Kecil dan Menengah, dan Perdagangan - JAKBAR"," 2,520,760,000 "," 2,399,809,762 ",95.20%," 2,011,599,512 ",79.80%,95.94%,90.60%
2,2,30000,172,2.05.011,Sudin Peternakan dan Perikanan - JAKBAR," 8,935,000,000 "," 4,738,569,645 ",53.03%," 4,142,589,937 ",46.36%,88.37%,64.23%
2,2,30000,173,1.21.010,Sudin Pertanian dan Kehutanan - JAKBAR," 9,270,000,000 "," 2,546,740,102 ",27.47%," 2,352,707,027 ",25.38%,37.30%,44.97%
2,2,30000,174,1.17.023,Sudin Pariwisata - JAKBAR," 4,738,000,000 "," 3,990,114,547 ",84.22%," 3,498,849,547 ",73.85%,95.38%,94.52%
3,2,30000,175,1.20.186,Sudin Pelayanan Pajak I - JAKBAR," 1,407,954,133 "," 1,407,954,133 ",100.00%," 831,354,505 ",59.05%,82.16%,46.18%
3,2,30000,176,1.20.376,Sudin Pelayanan Pajak II - JAKBAR," 1,155,000,000 "," 1,155,000,000 ",100.00%," 652,459,842 ",56.49%,90.71%,37.50%
4,4,30000,177,1.03.006,Sudin PU Jalan - JAKBAR," 141,459,808,352 "," 64,722,814,465 ",45.75%," 64,164,117,588 ",45.36%,96.11%,89.80%
4,4,30000,178,1.03.007,Sudin PU Tata Air - JAKBAR," 178,016,917,500 "," 71,070,611,594 ",39.92%," 53,629,739,971 ",30.13%,69.19%,49.63%
4,4,30000,181,1.05.007,Sudin Pengawasan dan Penertiban Bangunan - JAKBAR," 3,631,150,000 "," 2,340,403,997 ",64.45%," 1,322,719,322 ",36.43%,79.15%,73.42%
4,4,30000,182,1.08.023,Sudin Pertamanan - JAKBAR," 41,334,298,500 "," 11,839,198,312 ",28.64%," 10,671,352,015 ",25.82%,86.08%,43.53%
2,2,30000,184,1.07.013,Sudin Perhubungan - JAKBAR," 19,039,484,500 "," 10,672,054,301 ",56.05%," 10,661,137,101 ",55.99%,61.63%,53.79%
4,4,30000,185,1.08.013,Sudin Kebersihan - JAKBAR," 56,372,300,169 "," 42,267,327,754 ",74.98%," 37,698,662,413 ",66.87%,80.46%,46.07%
5,3,30000,186,1.01.012,Sudin Pendidikan Dasar - JAKBAR," 536,604,888,404 "," 177,285,901,848 ",33.04%," 173,627,780,031 ",32.36%,77.62%,
5,3,30000,187,1.01.023,Sudin Pendidikan Menengah - JAKBAR," 667,192,338,000 "," 280,502,298,170 ",42.04%," 267,334,057,443 ",40.07%,36.66%,1.03%
5,3,30000,189,1.02.029,BLUD Puskesmas Kec. Kebon Jeruk - JAKBAR," 14,989,942,019 "," 10,456,918,736 ",69.76%," 7,757,752,826 ",51.75%,64.23%,84.16%
5,3,30000,190,1.02.030,BLUD Puskesmas Kec. Kembangan - JAKBAR," 14,394,343,065 "," 11,018,570,273 ",76.55%," 9,469,001,431 ",65.78%,87.58%,84.72%
5,3,30000,191,1.02.031,BLUD Puskesmas Kec. Cengkareng - JAKBAR," 15,511,559,691 "," 10,293,390,180 ",66.36%," 8,112,541,680 ",52.30%,90.64%,94.76%
5,3,30000,192,1.02.032,BLUD Puskesmas Kec. Kalideres - JAKBAR," 21,290,975,500 "," 12,398,775,615 ",58.23%," 9,624,089,537 ",45.20%,92.92%,76.03%
5,3,30000,193,1.02.033,BLUD Puskesmas Kec. Grogol Petamburan - JAKBAR," 13,799,237,811 "," 8,846,143,031 ",64.11%," 6,116,728,832 ",44.33%,94.02%,67.17%
5,3,30000,194,1.02.034,BLUD Puskesmas Kec. Pal Merah - JAKBAR," 13,103,223,002 "," 9,093,118,465 ",69.40%," 7,884,350,664 ",60.17%,91.25%,85.05%
5,3,30000,195,1.02.035,BLUD Puskesmas Kec. Tambora - JAKBAR," 16,605,574,723 "," 12,927,894,071 ",77.85%," 6,007,160,825 ",36.18%,72.62%,78.22%
5,3,30000,196,1.02.036,BLUD Puskesmas Kec. Taman Sari - JAKBAR," 11,173,999,137 "," 7,719,700,603 ",69.09%," 5,060,532,372 ",45.29%,83.38%,67.94%
5,3,30000,198,1.13.029,Sudin Sosial - JAKBAR," 27,335,000,000 "," 26,386,869,375 ",96.53%," 24,250,287,810 ",88.72%,60.13%,37.05%
5,3,30000,199,1.18.012,Sudin Olah Raga dan Pemuda - JAKBAR," 71,468,392,000 "," 32,228,347,889 ",45.09%," 27,582,073,729 ",38.59%,63.20%,54.02%
2,2,30000,200,1.17.021,Sudin Kebudayaan - JAKBAR," 6,727,000,000 "," 5,677,446,850 ",84.40%," 4,037,513,085 ",60.02%,88.95%,64.16%
2,2,30000,201,1.14.014,Sudin Tenaga Kerja dan Transmigrasi - JAKBAR," 3,039,076,000 "," 2,976,784,000 ",97.95%," 2,436,198,335 ",80.16%,92.84%,86.93%
1,1,30000,202,1.25.004,"Sudin Komunikasi, Informatika dan Kehumasan - JAKBAR"," 4,525,000,000 "," 3,774,253,000 ",83.41%," 2,908,787,400 ",64.28%,54.90%,56.03%
4,4,30000,204,1.05.016,Sudin Perizinan Bangunan - JAKBAR," 957,000,000 "," 744,662,500 ",77.81%," 689,355,014 ",72.03%,95.60%,84.69%
4,4,30000,205,1.08.011,Sudin Pemakaman - JAKBAR," 19,070,365,000 "," 10,472,566,872 ",54.92%," 9,256,345,559 ",48.54%,57.22%,57.25%
5,3,30000,206,1.26.004,Kantor Perpustakaan dan Arsip Daerah - JAKBAR," 9,091,993,000 "," 4,604,188,892 ",50.64%," 3,951,415,567 ",43.46%,50.15%,34.69%
5,3,30000,346,1.18.013,Gelanggang Remaja Jakarta Barat," 48,062,044,750 "," 21,544,753,194 ",44.83%," 16,378,343,004 ",34.08%,44.48%,51.02%
5,3,30000,749,1.12.003,Kantor Keluarga Berencana - JAKBAR," 4,416,605,000 "," 4,098,505,300 ",92.80%," 3,974,089,069 ",89.98%,91.88%,68.81%
5,3,30000,1009,1.02.028,Sudin Kesehatan - JAKBAR," 29,195,269,362 "," 7,608,137,986 ",26.06%," 4,561,394,941 ",15.62%,81.10%,21.21%
4,4,30000,1015,1.04.004,"Sudin Perumahan, Permukiman dan Gedung Pemda - JAKBAR"," 64,529,562,000 "," 16,515,459,046 ",25.59%," 14,924,770,946 ",23.13%,73.45%,9.80%
4,4,30000,1021,1.05.008,Sudin Tata Ruang dan Pertanahan  - JAKBAR," 3,970,000,000 "," 1,880,824,275 ",47.38%," 1,631,668,065 ",41.10%,90.92%,42.99%
1,1,30000,1040,1.20.369,Kantor Kepegawaian - JAKBAR," 2,102,262,000 "," 2,085,515,000 ",99.20%," 1,621,105,865 ",77.11%,89.13%,87.73%
2,2,30000,1056,2.07.008,Sudin Perindustrian dan Energi - JAKBAR," 18,783,000,000 "," 9,799,044,223 ",52.17%," 8,132,083,825 ",43.29%,76.38%,77.76%
3,2,30000,1104,1.20.384,Unit Perbendaharaan dan Pelayanan Kas Jakarta Barat," 2,700,000,000 "," 1,961,246,000 ",72.64%," 1,494,232,150 ",55.34%,97.09%,57.31%
1,1,30100,478,1.20.121,Kecamatan Kebon Jeruk - JAKBAR," 4,576,000,000 "," 3,649,186,235 ",79.75%," 3,196,927,538 ",69.86%,65.49%,53.90%
1,1,30101,480,1.20.122,Kelurahan Sukabumi Selatan - JAKBAR," 3,201,296,000 "," 2,665,595,202 ",83.27%," 2,253,609,867 ",70.40%,74.12%,29.92%
1,1,30102,479,1.20.123,Kelurahan Sukabumi Utara - JAKBAR," 4,099,626,000 "," 3,398,598,052 ",82.90%," 2,717,028,077 ",66.28%,28.02%,23.01%
1,1,30103,481,1.20.124,Kelurahan Kelapa Dua - JAKBAR," 3,163,266,000 "," 2,774,156,000 ",87.70%," 2,279,600,400 ",72.06%,79.24%,26.74%
1,1,30104,483,1.20.125,Kelurahan Duri Kepa - JAKBAR," 4,737,249,500 "," 4,429,921,530 ",93.51%," 1,500,675,480 ",31.68%,67.25%,62.19%
1,1,30105,485,1.20.126,Kelurahan Kedoya Utara - JAKBAR," 4,867,264,750 "," 4,027,120,742 ",82.74%," 3,657,807,342 ",75.15%,70.52%,42.72%
1,1,30106,482,1.20.127,Kelurahan Kebon Jeruk - JAKBAR," 4,879,690,000 "," 3,821,211,027 ",78.31%," 3,338,165,720 ",68.41%,62.73%,28.34%
1,1,30107,484,1.20.128,Kelurahan Kedoya Selatan - JAKBAR," 3,523,855,550 "," 3,129,367,433 ",88.81%," 2,748,357,383 ",77.99%,80.52%,39.48%
1,1,30200,487,1.20.129,Kecamatan Kembangan - JAKBAR," 3,641,000,000 "," 3,453,213,418 ",94.84%," 2,600,008,609 ",71.41%,91.73%,86.52%
1,1,30201,492,1.20.130,Kelurahan Kembangan Selatan - JAKBAR," 3,473,874,000 "," 2,933,853,523 ",84.45%," 2,692,085,113 ",77.50%,7.64%,2.12%
1,1,30202,489,1.20.131,Kelurahan Meruya Utara - JAKBAR," 4,400,709,000 "," 3,369,915,898 ",76.58%," 3,064,328,498 ",69.63%,82.70%,68.99%
1,1,30203,490,1.20.132,Kelurahan Meruya Selatan - JAKBAR," 3,850,245,000 "," 3,182,622,212 ",82.66%," 2,913,766,072 ",75.68%,78.33%,72.87%
1,1,30204,491,1.20.133,Kelurahan Srengseng - JAKBAR," 4,079,408,000 "," 3,402,788,911 ",83.41%," 3,010,216,823 ",73.79%,86.20%,0.14%
1,1,30205,488,1.20.134,Kelurahan Joglo - JAKBAR," 4,005,203,000 "," 3,170,677,722 ",79.16%," 2,854,930,458 ",71.28%,77.84%,45.19%
1,1,30206,493,1.20.135,Kelurahan Kembangan Utara - JAKBAR," 4,313,405,000 "," 3,095,036,339 ",71.75%," 2,792,967,489 ",64.75%,88.93%,0.44%
1,1,30300,500,1.20.136,Kecamatan Cengkareng - JAKBAR," 5,172,000,000 "," 4,031,793,439 ",77.95%," 3,104,394,453 ",60.02%,45.47%,8.51%
1,1,30301,506,1.20.137,Kelurahan Cengkareng Barat - JAKBAR," 5,664,654,000 "," 4,431,402,940 ",78.23%," 4,049,036,742 ",71.48%,77.87%,32.28%
1,1,30302,505,1.20.138,Kelurahan Cengkareng Timur - JAKBAR," 6,375,669,000 "," 5,319,635,527 ",83.44%," 4,278,464,292 ",67.11%,21.82%,56.89%
1,1,30303,504,1.20.139,Kelurahan Kapuk - JAKBAR," 7,406,628,000 "," 6,286,190,293 ",84.87%," 5,643,884,072 ",76.20%,1.91%,
1,1,30304,501,1.20.140,Kelurahan Duri Kosambi - JAKBAR," 5,627,382,000 "," 5,457,353,025 ",96.98%," 4,095,619,857 ",72.78%,58.81%,18.44%
1,1,30305,502,1.20.141,Kelurahan Rawa Buaya - JAKBAR," 4,945,869,750 "," 3,766,736,101 ",76.16%," 3,371,944,701 ",68.18%,16.69%,
1,1,30306,503,1.20.142,Kelurahan Kedaung Kali Angke - JAKBAR," 3,789,406,000 "," 2,948,514,241 ",77.81%," 2,836,111,648 ",74.84%,2.22%,0.34%
1,1,30400,494,1.20.143,Kecamatan Kalideres - JAKBAR," 5,736,100,000 "," 2,202,179,168 ",38.39%," 1,608,047,368 ",28.03%,37.48%,19.27%
1,1,30401,499,1.20.144,Kelurahan Kamal - JAKBAR," 4,692,866,500 "," 3,744,015,588 ",79.78%," 3,501,827,588 ",74.62%,56.81%,44.96%
1,1,30402,498,1.20.145,Kelurahan Tegal Alur - JAKBAR," 5,810,709,000 "," 4,504,937,250 ",77.53%," 2,708,199,500 ",46.61%,43.69%,12.56%
1,1,30403,497,1.20.146,Kelurahan Pegadungan - JAKBAR," 6,184,074,000 "," 5,060,162,615 ",81.83%," 4,504,010,030 ",72.83%,13.16%,0.05%
1,1,30404,496,1.20.147,Kelurahan Kalideres - JAKBAR," 5,920,528,000 "," 5,687,040,152 ",96.06%," 4,416,627,396 ",74.60%,48.63%,12.20%
1,1,30405,495,1.20.148,Kelurahan Semanan - JAKBAR," 4,954,291,000 "," 4,163,241,822 ",84.03%," 3,770,427,465 ",76.10%,0.30%,
1,1,30500,507,1.20.149,Kecamatan Grogol Petamburan - JAKBAR," 4,574,000,000 "," 3,403,303,428 ",74.41%," 2,356,465,417 ",51.52%,82.71%,40.09%
1,1,30501,509,1.20.150,Kelurahan Tomang - JAKBAR," 5,337,633,000 "," 4,477,773,039 ",83.89%," 3,647,434,039 ",68.33%,59.78%,65.26%
1,1,30502,508,1.20.151,Kelurahan Tanjung Duren Utara - JAKBAR," 3,448,729,000 "," 3,189,023,239 ",92.47%," 2,908,509,489 ",84.34%,73.80%,54.01%
1,1,30503,511,1.20.152,Kelurahan Grogol - JAKBAR," 4,185,144,000 "," 3,345,737,787 ",79.94%," 3,088,931,729 ",73.81%,0.00%,
1,1,30504,512,1.20.153,Kelurahan Jelambar - JAKBAR," 4,295,896,000 "," 3,647,014,901 ",84.90%," 3,307,474,732 ",76.99%,4.56%,
1,1,30505,513,1.20.154,Kelurahan Jelambar Baru - JAKBAR," 4,796,492,000 "," 3,924,665,601 ",81.82%," 3,543,073,770 ",73.87%,5.70%,
1,1,30506,514,1.20.155,Kelurahan Wijaya Kusuma - JAKBAR," 4,333,421,000 "," 3,206,238,008 ",73.99%," 2,798,392,951 ",64.58%,15.99%,52.97%
1,1,30507,510,1.20.156,Kelurahan Tanjung Duren Selatan - JAKBAR," 3,432,362,000 "," 2,378,392,178 ",69.29%," 2,349,065,402 ",68.44%,25.98%,23.62%
1,1,30600,515,1.20.157,Kecamatan Palmerah - JAKBAR," 3,953,000,000 "," 3,345,716,786 ",84.64%," 2,053,366,980 ",51.94%,44.44%,
1,1,30601,517,1.20.158,Kelurahan Palmerah - JAKBAR," 5,814,760,500 "," 5,529,563,369 ",95.10%," 4,309,437,119 ",74.11%,81.02%,61.16%
1,1,30602,516,1.20.159,Kelurahan Kemanggisan - JAKBAR," 3,775,947,000 "," 3,344,123,088 ",88.56%," 2,867,752,892 ",75.95%,85.09%,62.63%
1,1,30603,518,1.20.160,Kelurahan Slipi - JAKBAR," 3,411,631,000 "," 3,368,343,286 ",98.73%," 2,667,820,336 ",78.20%,78.82%,33.71%
1,1,30604,520,1.20.161,Kelurahan Kota Bambu Utara - JAKBAR," 4,186,013,000 "," 2,360,566,885 ",56.39%," 2,115,754,850 ",50.54%,73.87%,
1,1,30605,521,1.20.162,Kelurahan Jati Pulo - JAKBAR," 4,588,761,000 "," 4,303,455,399 ",93.78%," 3,386,079,294 ",73.79%,2.68%,
1,1,30606,519,1.20.163,Kelurahan Kota Bambu Selatan - JAKBAR," 3,877,151,500 "," 3,264,275,035 ",84.19%," 3,001,479,185 ",77.41%,71.24%,64.13%
1,1,30700,522,1.20.164,Kecamatan Tambora - JAKBAR," 5,721,000,000 "," 3,932,822,370 ",68.74%," 3,380,990,315 ",59.10%,15.00%,10.09%
1,1,30701,523,1.20.165,Kelurahan Kalianyar - JAKBAR," 4,190,345,500 "," 4,129,850,077 ",98.56%," 3,262,037,029 ",77.85%,66.24%,15.68%
1,1,30702,524,1.20.166,Kelurahan Duri Utara - JAKBAR," 3,692,760,000 "," 3,433,933,522 ",92.99%," 3,173,521,531 ",85.94%,81.45%,0.68%
1,1,30703,526,1.20.167,Kelurahan Tanah Sereal - JAKBAR," 5,029,893,000 "," 4,182,525,907 ",83.15%," 3,712,688,307 ",73.81%,22.92%,73.96%
1,1,30704,527,1.20.168,Kelurahan Krendang - JAKBAR," 3,586,488,000 "," 3,408,442,384 ",95.04%," 2,644,804,699 ",73.74%,5.56%,96.92%
1,1,30705,528,1.20.169,Kelurahan Jembatan Besi - JAKBAR," 4,194,118,000 "," 3,592,312,725 ",85.65%," 3,102,694,227 ",73.98%,31.47%,44.56%
1,1,30706,529,1.20.170,Kelurahan Angke - JAKBAR," 4,832,265,000 "," 4,458,104,700 ",92.26%," 2,999,959,900 ",62.08%,6.33%,3.10%
1,1,30707,530,1.20.171,Kelurahan Jembatan Lima - JAKBAR," 3,758,701,000 "," 3,430,280,508 ",91.26%," 2,839,608,854 ",75.55%,19.30%,28.80%
1,1,30708,525,1.20.172,Kelurahan Duri Selatan - JAKBAR," 3,094,434,000 "," 2,728,012,221 ",88.16%," 2,195,818,158 ",70.96%,83.17%,21.53%
1,1,30709,531,1.20.173,Kelurahan Tambora - JAKBAR," 3,186,709,500 "," 2,849,817,650 ",89.43%," 2,563,773,680 ",80.45%,78.46%,66.99%
1,1,30710,532,1.20.174,Kelurahan Pekojan - JAKBAR," 4,675,213,000 "," 4,097,862,625 ",87.65%," 2,917,635,675 ",62.41%,55.62%,5.32%
1,1,30711,533,1.20.175,Kelurahan Roa Malaka - JAKBAR," 2,193,073,000 "," 2,160,580,076 ",98.52%," 1,679,009,694 ",76.56%,4.74%,1.98%
1,1,30800,534,1.20.176,Kecamatan Taman Sari - JAKBAR," 4,449,000,000 "," 3,515,264,940 ",79.01%," 2,905,793,152 ",65.31%,62.80%,46.25%
1,1,30801,535,1.20.177,Kelurahan Krukut - JAKBAR," 3,651,052,000 "," 3,016,102,260 ",82.61%," 2,643,769,580 ",72.41%,8.65%,4.46%
1,1,30802,536,1.20.178,Kelurahan Maphar - JAKBAR," 3,623,898,000 "," 2,926,348,603 ",80.75%," 2,680,924,203 ",73.98%,22.49%,71.24%
1,1,30803,537,1.20.179,Kelurahan Taman Sari - JAKBAR," 3,610,387,000 "," 3,299,940,134 ",91.40%," 2,744,376,796 ",76.01%,29.42%,74.30%
1,1,30804,539,1.20.180,Kelurahan Tangki - JAKBAR," 3,327,447,250 "," 2,711,400,054 ",81.49%," 2,483,984,144 ",74.65%,76.81%,1.51%
1,1,30805,538,1.20.181,Kelurahan Mangga Besar - JAKBAR," 2,724,190,500 "," 2,391,593,444 ",87.79%," 2,193,972,044 ",80.54%,61.11%,28.03%
1,1,30806,540,1.20.182,Kelurahan Keagungan - JAKBAR," 4,298,256,000 "," 3,406,604,055 ",79.26%," 2,981,277,719 ",69.36%,74.50%,66.93%
1,1,30807,541,1.20.183,Kelurahan Glodok - JAKBAR," 2,651,712,000 "," 2,518,454,054 ",94.97%," 2,079,357,404 ",78.42%,76.09%,71.80%
1,1,30808,542,1.20.184,Kelurahan Pinangsia - JAKBAR," 3,060,480,000 "," 2,810,475,587 ",91.83%," 2,616,546,937 ",85.49%,16.58%,24.26%
