id_skpd,wilayah,komisi,bidang,kode_skpd,nama_skpd,jenis_belanja,keterangan_belanja,nilai_anggaran
617,4,1,1,"1.20.265","Kelurahan Cipete Selatan - JAKSEL","Anggaran Belanja Tidak Langsung","Pegawai",0
618,5,1,1,"1.20.270","Kecamatan Pasar Rebo - JAKTIM","Anggaran Belanja Tidak Langsung","Pegawai",0
619,5,1,1,"1.20.271","Kelurahan Pekayon - JAKTIM","Anggaran Belanja Tidak Langsung","Pegawai",0
620,5,1,1,"1.20.272","Kelurahan Kalisari - JAKTIM","Anggaran Belanja Tidak Langsung","Pegawai",0
621,5,1,1,"1.20.273","Kelurahan Kampung Baru - JAKTIM","Anggaran Belanja Tidak Langsung","Pegawai",0
622,5,1,1,"1.20.274","Kelurahan Cijantung - JAKTIM","Anggaran Belanja Tidak Langsung","Pegawai",0
623,5,1,1,"1.20.275","Kelurahan Gedong - JAKTIM","Anggaran Belanja Tidak Langsung","Pegawai",0
624,5,1,1,"1.20.276","Kecamatan Ciracas - JAKTIM","Anggaran Belanja Tidak Langsung","Pegawai",0
625,5,1,1,"1.20.277","Kelurahan Cibubur - JAKTIM","Anggaran Belanja Tidak Langsung","Pegawai",0
626,5,1,1,"1.20.279","Kelurahan Kelapa Dua Wetan - JAKTIM","Anggaran Belanja Tidak Langsung","Pegawai",0
627,5,1,1,"1.20.281","Kelurahan Ciracas - JAKTIM","Anggaran Belanja Tidak Langsung","Pegawai",0
628,5,1,1,"1.20.278","Kelurahan Kampung Rambutan - JAKTIM","Anggaran Belanja Tidak Langsung","Pegawai",0
629,5,1,1,"1.20.280","Kelurahan Susukan - JAKTIM","Anggaran Belanja Tidak Langsung","Pegawai",0
630,5,1,1,"1.20.282","Kecamatan Cipayung - JAKTIM","Anggaran Belanja Tidak Langsung","Pegawai",0
631,5,1,1,"1.20.283","Kelurahan Cipayung - JAKTIM","Anggaran Belanja Tidak Langsung","Pegawai",0
632,5,1,1,"1.20.287","Kelurahan Setu - JAKTIM","Anggaran Belanja Tidak Langsung","Pegawai",0
633,5,1,1,"1.20.286","Kelurahan Bambu Apus - JAKTIM","Anggaran Belanja Tidak Langsung","Pegawai",0
634,5,1,1,"1.20.284","Kelurahan Lubang Buaya - JAKTIM","Anggaran Belanja Tidak Langsung","Pegawai",0
635,5,1,1,"1.20.285","Kelurahan Ceger - JAKTIM","Anggaran Belanja Tidak Langsung","Pegawai",0
636,5,1,1,"1.20.290","Kelurahan Pondok Rangon - JAKTIM","Anggaran Belanja Tidak Langsung","Pegawai",0
637,5,1,1,"1.20.288","Kelurahan Cilangkap - JAKTIM","Anggaran Belanja Tidak Langsung","Pegawai",0
638,5,1,1,"1.20.289","Kelurahan Munjul - JAKTIM","Anggaran Belanja Tidak Langsung","Pegawai",0
639,5,1,1,"1.20.291","Kecamatan Kramat Jati - JAKTIM","Anggaran Belanja Tidak Langsung","Pegawai",0
640,5,1,1,"1.20.292","Kelurahan Kampung Tengah - JAKTIM","Anggaran Belanja Tidak Langsung","Pegawai",0
641,5,1,1,"1.20.293","Kelurahan Kampung Dukuh - JAKTIM","Anggaran Belanja Tidak Langsung","Pegawai",0
642,5,1,1,"1.20.294","Kelurahan Kramat Jati - JAKTIM","Anggaran Belanja Tidak Langsung","Pegawai",0
643,5,1,1,"1.20.295","Kelurahan Batu Ampar - JAKTIM","Anggaran Belanja Tidak Langsung","Pegawai",0
644,5,1,1,"1.20.296","Kelurahan Bale Kambang - JAKTIM","Anggaran Belanja Tidak Langsung","Pegawai",0
645,5,1,1,"1.20.297","Kelurahan Cililitan - JAKTIM","Anggaran Belanja Tidak Langsung","Pegawai",0
646,5,1,1,"1.20.298","Kelurahan Cawang - JAKTIM","Anggaran Belanja Tidak Langsung","Pegawai",0
647,5,1,1,"1.20.299","Kecamatan Makasar - JAKTIM","Anggaran Belanja Tidak Langsung","Pegawai",0
648,5,1,1,"1.20.304","Kelurahan Pinang Ranti - JAKTIM","Anggaran Belanja Tidak Langsung","Pegawai",0
649,5,1,1,"1.20.303","Kelurahan Makasar - JAKTIM","Anggaran Belanja Tidak Langsung","Pegawai",0
650,5,1,1,"1.20.302","Kelurahan Kebon Pala - JAKTIM","Anggaran Belanja Tidak Langsung","Pegawai",0
651,5,1,1,"1.20.301","Kelurahan Halim Perdana Kusuma - JAKTIM","Anggaran Belanja Tidak Langsung","Pegawai",0
652,5,1,1,"1.20.300","Kelurahan Cipinang Melayu - JAKTIM","Anggaran Belanja Tidak Langsung","Pegawai",0
653,5,1,1,"1.20.305","Kecamatan Jatinegara - JAKTIM","Anggaran Belanja Tidak Langsung","Pegawai",0
654,5,1,1,"1.20.306","Kelurahan Kampung Melayu - JAKTIM","Anggaran Belanja Tidak Langsung","Pegawai",0
655,5,1,1,"1.20.307","Kelurahan Bidara Cina - JAKTIM","Anggaran Belanja Tidak Langsung","Pegawai",0
656,5,1,1,"1.20.308","Kelurahan Bali Mester - JAKTIM","Anggaran Belanja Tidak Langsung","Pegawai",0
657,5,1,1,"1.20.309","Kelurahan Rawa Bunga - JAKTIM","Anggaran Belanja Tidak Langsung","Pegawai",0
658,5,1,1,"1.20.310","Kelurahan Cipinang Cempedak - JAKTIM","Anggaran Belanja Tidak Langsung","Pegawai",0
659,5,1,1,"1.20.311","Kelurahan Cipinang Muara - JAKTIM","Anggaran Belanja Tidak Langsung","Pegawai",0
660,5,1,1,"1.20.313","Kelurahan Cipinang Besar Utara - JAKTIM","Anggaran Belanja Tidak Langsung","Pegawai",0
661,5,1,1,"1.20.312","Kelurahan Cipinang Besar Selatan - JAKTIM","Anggaran Belanja Tidak Langsung","Pegawai",0
662,5,1,1,"1.20.314","Kecamatan Duren Sawit - JAKTIM","Anggaran Belanja Tidak Langsung","Pegawai",0
663,5,1,1,"1.20.316","Kelurahan Pondok Bambu - JAKTIM","Anggaran Belanja Tidak Langsung","Pegawai",0
664,5,1,1,"1.20.315","Kelurahan Klender - JAKTIM","Anggaran Belanja Tidak Langsung","Pegawai",0
665,5,1,1,"1.20.317","Kelurahan Duren Sawit - JAKTIM","Anggaran Belanja Tidak Langsung","Pegawai",0
666,5,1,1,"1.20.321","Kelurahan Pondok Kelapa - JAKTIM","Anggaran Belanja Tidak Langsung","Pegawai",0
667,5,1,1,"1.20.318","Kelurahan Malaka Sari - JAKTIM","Anggaran Belanja Tidak Langsung","Pegawai",0
668,5,1,1,"1.20.319","Kelurahan Malaka Jaya - JAKTIM","Anggaran Belanja Tidak Langsung","Pegawai",0
669,5,1,1,"1.20.320","Kelurahan Pondok Kopi - JAKTIM","Anggaran Belanja Tidak Langsung","Pegawai",0
670,5,1,1,"1.20.322","Kecamatan Matraman - JAKTIM","Anggaran Belanja Tidak Langsung","Pegawai",0
671,5,1,1,"1.20.323","Kelurahan Pisangan Baru - JAKTIM","Anggaran Belanja Tidak Langsung","Pegawai",0
672,5,1,1,"1.20.325","Kelurahan Utan Kayu Utara - JAKTIM","Anggaran Belanja Tidak Langsung","Pegawai",0
673,5,1,1,"1.20.324","Kelurahan Utan Kayu Selatan - JAKTIM","Anggaran Belanja Tidak Langsung","Pegawai",0
674,5,1,1,"1.20.326","Kelurahan Kayu Manis - JAKTIM","Anggaran Belanja Tidak Langsung","Pegawai",0
675,5,1,1,"1.20.327","Kelurahan Pal Meriam - JAKTIM","Anggaran Belanja Tidak Langsung","Pegawai",0
676,5,1,1,"1.20.328","Kelurahan Kebon Manggis - JAKTIM","Anggaran Belanja Tidak Langsung","Pegawai",0
677,5,1,1,"1.20.329","Kecamatan Pulogadung - JAKTIM","Anggaran Belanja Tidak Langsung","Pegawai",0
678,5,1,1,"1.20.330","Kelurahan Pisangan Timur - JAKTIM","Anggaran Belanja Tidak Langsung","Pegawai",0
679,5,1,1,"1.20.331","Kelurahan Cipinang - JAKTIM","Anggaran Belanja Tidak Langsung","Pegawai",0
680,5,1,1,"1.20.332","Kelurahan Jatinegara Kaum - JAKTIM","Anggaran Belanja Tidak Langsung","Pegawai",0
681,5,1,1,"1.20.333","Kelurahan Pulogadung - JAKTIM","Anggaran Belanja Tidak Langsung","Pegawai",0
682,5,1,1,"1.20.334","Kelurahan Rawamangun - JAKTIM","Anggaran Belanja Tidak Langsung","Pegawai",0
683,5,1,1,"1.20.335","Kelurahan Jati - JAKTIM","Anggaran Belanja Tidak Langsung","Pegawai",0
684,5,1,1,"1.20.336","Kelurahan Kayu Putih - JAKTIM","Anggaran Belanja Tidak Langsung","Pegawai",0
685,5,1,1,"1.20.337","Kecamatan Cakung - JAKTIM","Anggaran Belanja Tidak Langsung","Pegawai",0
686,5,1,1,"1.20.338","Kelurahan Jatinegara - JAKTIM","Anggaran Belanja Tidak Langsung","Pegawai",0
687,5,1,1,"1.20.339","Kelurahan Rawa Terate - JAKTIM","Anggaran Belanja Tidak Langsung","Pegawai",0
688,5,1,1,"1.20.340","Kelurahan Penggilingan - JAKTIM","Anggaran Belanja Tidak Langsung","Pegawai",0
689,5,1,1,"1.20.341","Kelurahan Pulo Gebang - JAKTIM","Anggaran Belanja Tidak Langsung","Pegawai",0
690,5,1,1,"1.20.342","Kelurahan Ujung Menteng - JAKTIM","Anggaran Belanja Tidak Langsung","Pegawai",0
691,5,1,1,"1.20.344","Kelurahan Cakung Barat - JAKTIM","Anggaran Belanja Tidak Langsung","Pegawai",0
692,5,1,1,"1.20.343","Kelurahan Cakung Timur - JAKTIM","Anggaran Belanja Tidak Langsung","Pegawai",0
693,6,1,1,"1.20.350","Kecamatan Kep.Seribu Utara - Kep. Seribu","Anggaran Belanja Tidak Langsung","Pegawai",0
694,6,1,1,"1.20.351","Kelurahan P.Panggang - Kep. Seribu","Anggaran Belanja Tidak Langsung","Pegawai",0
695,6,1,1,"1.20.353","Kelurahan P.Harapan - Kep. Seribu","Anggaran Belanja Tidak Langsung","Pegawai",0
696,6,1,1,"1.20.352","Kelurahan P.Kelapa - Kep. Seribu","Anggaran Belanja Tidak Langsung","Pegawai",0
697,6,1,1,"1.20.354","Kecamatan Kep.Seribu Selatan - Kep. Seribu","Anggaran Belanja Tidak Langsung","Pegawai",0
698,6,1,1,"1.20.356","Kelurahan P.Tidung - Kep. Seribu","Anggaran Belanja Tidak Langsung","Pegawai",0
699,6,1,1,"1.20.357","Kelurahan P.Pari - Kep. Seribu","Anggaran Belanja Tidak Langsung","Pegawai",0
700,6,1,1,"1.20.355","Kelurahan P.Untung Jawa - Kep. Seribu","Anggaran Belanja Tidak Langsung","Pegawai",0
701,0,5,3,"1.02.004","Pusat Layanan Kesehatan Pegawai","Anggaran Belanja Tidak Langsung","Pegawai",0
707,0,2,2,"2.05.002","Balai Pengujian Mutu dan Pengolahan Hasil Perikanan","Anggaran Belanja Tidak Langsung","Pegawai",0
708,0,2,2,"2.05.003","UPT Pusat Budidaya Perikanan","Anggaran Belanja Tidak Langsung","Pegawai",0
709,0,2,2,"2.05.004","Balai Teknologi Penangkapan Ikan","Anggaran Belanja Tidak Langsung","Pegawai",0
710,0,2,2,"2.05.005","Balai Pelayanan Kesehatan Hewan dan Ikan","Anggaran Belanja Tidak Langsung","Pegawai",0
711,0,2,2,"2.05.006","Laboratorium Kesehatan Masyarakat Veteriner","Anggaran Belanja Tidak Langsung","Pegawai",0
712,0,2,2,"2.05.007","Pusat Teknologi Produksi dan Pengolahan Hasil Peternakan","Anggaran Belanja Tidak Langsung","Pegawai",0
713,0,2,2,"2.05.008","Unit Pengelola Kawasan Pelabuhan Perikanan dan Pangkalan Pendaratan Ikan","Anggaran Belanja Tidak Langsung","Pegawai",0
714,0,2,2,"1.17.011","UPT Graha Wisata","Anggaran Belanja Tidak Langsung","Pegawai",0
715,0,2,2,"1.17.012","UPT Anjungan Provinsi DKI Jakarta TMII","Anggaran Belanja Tidak Langsung","Pegawai",0
716,0,2,2,"1.17.013","UPT Pusat Pengembangan dan Pelayanan Informasi Pariwisata","Anggaran Belanja Tidak Langsung","Pegawai",0
717,0,2,2,"1.17.014","UPT Pusat Pelatihan dan Sertifikasi Kepariwisataan","Anggaran Belanja Tidak Langsung","Pegawai",0
718,0,2,2,"2.07.002","UPT Balai Metrologi","Anggaran Belanja Tidak Langsung","Pegawai",0
719,0,2,2,"2.07.003","UPT Balai Tekstil","Anggaran Belanja Tidak Langsung","Pegawai",0
720,0,2,2,"2.07.004","UPT Balai Kerajinan","Anggaran Belanja Tidak Langsung","Pegawai",0
721,0,2,2,"2.07.005","UPT Balai Bahan dan Barang Teknik","Anggaran Belanja Tidak Langsung","Pegawai",0
722,0,2,2,"1.15.002","UPT Balai Pendidikan dan Pelatihan Koperasi Usaha Kecil dan Menengah","Anggaran Belanja Tidak Langsung","Pegawai",0
723,0,5,3,"1.18.004","Gelanggang Olahraga Ragunan","Anggaran Belanja Tidak Langsung","Pegawai",0
724,0,5,3,"1.18.003","Gelanggang Olahraga Rawamangun","Anggaran Belanja Tidak Langsung","Pegawai",0
725,0,5,3,"1.18.006","Gelanggang Olahraga Bahtera Jaya","Anggaran Belanja Tidak Langsung","Pegawai",0
726,0,5,3,"1.18.005","Gelanggang Olahraga Sunter","Anggaran Belanja Tidak Langsung","Pegawai",0
727,0,2,2,"1.21.001","UPT Pusat Pengembangan Benih Tanaman Pangan, Hortikultura dan Kehutanan","Anggaran Belanja Tidak Langsung","Pegawai",0
728,0,2,2,"1.21.002","UPT Pusat Promosi dan Pemasaran Hortikultura","Anggaran Belanja Tidak Langsung","Pegawai",0
729,0,2,2,"1.21.003","Sekolah Pertanian Pembangunan Negeri","Anggaran Belanja Tidak Langsung","Pegawai",0
730,0,2,2,"1.21.004","Balai Proteksi Tanaman","Anggaran Belanja Tidak Langsung","Pegawai",0
731,0,2,2,"1.21.005","Pusat Perkayuan","Anggaran Belanja Tidak Langsung","Pegawai",0
732,0,2,2,"1.21.006","Pusat Pelayanan Peredaran Hasil Hutan","Anggaran Belanja Tidak Langsung","Pegawai",0
733,0,2,2,"1.21.007","Balai Pengujian Mutu Hasil Tanaman Pangan dan Hortikultura","Anggaran Belanja Tidak Langsung","Pegawai",0
734,0,2,2,"1.14.009","Pusat Higiene Perusahaan, Kesehatan dan Keselamatan Kerja","Anggaran Belanja Tidak Langsung","Pegawai",0
735,0,2,2,"1.14.010","Pusat Pengembangan Produktivitas Daerah","Anggaran Belanja Tidak Langsung","Pegawai",0
736,0,2,2,"1.14.011","Pusat Penyiapan Tenaga Kerja","Anggaran Belanja Tidak Langsung","Pegawai",0
737,0,2,2,"1.17.016","Balai Latihan Kesenian Jakpus","Anggaran Belanja Tidak Langsung","Pegawai",0
738,0,2,2,"1.17.019","Balai Latihan Kesenian Jakut","Anggaran Belanja Tidak Langsung","Pegawai",0
739,0,2,2,"1.17.022","Balai Latihan Kesenian Jakbar","Anggaran Belanja Tidak Langsung","Pegawai",0
740,0,2,2,"1.17.026","Balai Latihan Kesenian Jaksel","Anggaran Belanja Tidak Langsung","Pegawai",0
741,0,2,2,"1.17.028","Balai Latihan Kesenian Jaktim","Anggaran Belanja Tidak Langsung","Pegawai",0
743,0,2,2,"1.07.009","BLUD Transjakarta Busway","Anggaran Belanja Tidak Langsung","Pegawai",0
744,0,5,3,"1.02.011","BLUD Ambulan Gawat Darurat (AGD)","Anggaran Belanja Tidak Langsung","Pegawai",0
745,0,5,3,"1.18.007","BLUD UPT Stadion Lebak Bulus","Anggaran Belanja Tidak Langsung","Pegawai",0
746,0,5,3,"1.13.004","PSAA Putra Utama 6","Anggaran Belanja Tidak Langsung","Pegawai",0
747,1,5,3,"1.12.001","Kantor Keluarga Berencana - JAKPUS","Anggaran Belanja Tidak Langsung","Pegawai",0
748,2,5,3,"1.12.002","Kantor Keluarga Berencana - JAKUT","Anggaran Belanja Tidak Langsung","Pegawai",0
749,3,5,3,"1.12.003","Kantor Keluarga Berencana - JAKBAR","Anggaran Belanja Tidak Langsung","Pegawai",0
750,4,5,3,"1.12.004","Kantor Keluarga Berencana - JAKSEL","Anggaran Belanja Tidak Langsung","Pegawai",0
751,5,5,3,"1.12.005","Kantor Keluarga Berencana - JAKTIM","Anggaran Belanja Tidak Langsung","Pegawai",0
1001,0,5,3,"1.01.001","DINAS PENDIDIKAN","Anggaran Belanja Tidak Langsung","Pegawai",6.363e+12
1007,1,5,3,"1.02.012","Sudin Kesehatan - JAKPUS","Anggaran Belanja Tidak Langsung","Pegawai",0
1008,2,5,3,"1.02.021","Sudin Kesehatan - JAKUT","Anggaran Belanja Tidak Langsung","Pegawai",0
1009,3,5,3,"1.02.028","Sudin Kesehatan - JAKBAR","Anggaran Belanja Tidak Langsung","Pegawai",0
1010,4,5,3,"1.02.037","Sudin Kesehatan - JAKSEL","Anggaran Belanja Tidak Langsung","Pegawai",0
1011,5,5,3,"1.02.048","Sudin Kesehatan - JAKTIM","Anggaran Belanja Tidak Langsung","Pegawai",0
1012,0,4,4,"1.04.001","DINAS PERUMAHAN PERMUKIMAN DAN GEDUNG PEMDA","Anggaran Belanja Tidak Langsung","Pegawai",3.688e+10
1013,1,4,4,"1.04.002","Sudin Perumahan, Permukiman dan Gedung Pemda - JAKPUS","Anggaran Belanja Tidak Langsung","Pegawai",0
1014,2,4,4,"1.04.003","Sudin Perumahan, Permukiman dan Gedung Pemda - JAKUT","Anggaran Belanja Tidak Langsung","Pegawai",0
1015,3,4,4,"1.04.004","Sudin Perumahan, Permukiman dan Gedung Pemda - JAKBAR","Anggaran Belanja Tidak Langsung","Pegawai",0
1016,4,4,4,"1.04.005","Sudin Perumahan, Permukiman dan Gedung Pemda - JAKSEL","Anggaran Belanja Tidak Langsung","Pegawai",0
1017,5,4,4,"1.04.006","Sudin Perumahan, Permukiman dan Gedung Pemda - JAKTIM","Anggaran Belanja Tidak Langsung","Pegawai",0
1018,0,4,4,"1.05.002","DINAS TATA RUANG DAN PERTANAHAN","Anggaran Belanja Tidak Langsung","Pegawai",4.142e+10
1019,1,4,4,"1.05.004","Sudin Tata Ruang dan Pertanahan - JAKPUS","Anggaran Belanja Tidak Langsung","Pegawai",0
1020,2,4,4,"1.05.006","Sudin Tata Ruang dan Pertanahan  - JAKUT","Anggaran Belanja Tidak Langsung","Pegawai",0
1021,3,4,4,"1.05.008","Sudin Tata Ruang dan Pertanahan  - JAKBAR","Anggaran Belanja Tidak Langsung","Pegawai",0
1022,4,4,4,"1.05.010","Sudin Tata Ruang dan Pertanahan - JAKSEL","Anggaran Belanja Tidak Langsung","Pegawai",0
1023,5,4,4,"1.05.012","Sudin Tata Ruang dan Pertanahan  - JAKTIM","Anggaran Belanja Tidak Langsung","Pegawai",0
1024,0,4,4,"1.08.001","DINAS PERTAMANAN DAN PEMAKAMAN","Anggaran Belanja Tidak Langsung","Pegawai",6.502e+10
1030,0,2,2,"1.17.001","DINAS PARIWISATA DAN KEBUDAYAAN","Anggaran Belanja Tidak Langsung","Pegawai",8.647e+10
1036,0,3,2,"1.20.011","BADAN PENGELOLA KEUANGAN DAERAH","Anggaran Belanja Tidak Langsung","Pegawai",7.251e+10
1037,0,4,4,"1.20.373","BIRO TATA RUANG DAN LINGKUNGAN HIDUP","Anggaran Belanja Tidak Langsung","Pegawai",0
1038,1,1,1,"1.20.367","Kantor Kepegawaian - JAKPUS","Anggaran Belanja Tidak Langsung","Pegawai",0
1039,2,1,1,"1.20.368","Kantor Kepegawaian - JAKUT","Anggaran Belanja Tidak Langsung","Pegawai",0
1040,3,1,1,"1.20.369","Kantor Kepegawaian - JAKBAR","Anggaran Belanja Tidak Langsung","Pegawai",0
1041,4,1,1,"1.20.370","Kantor Kepegawaian - JAKSEL","Anggaran Belanja Tidak Langsung","Pegawai",0
1042,5,1,1,"1.20.371","Kantor Kepegawaian - JAKTIM","Anggaran Belanja Tidak Langsung","Pegawai",0
1043,6,1,1,"1.20.372","Kantor Kepegawaian - KEP SERIBU","Anggaran Belanja Tidak Langsung","Pegawai",0
1044,0,5,3,"1.22.001","BADAN PEMBERDAYAAN MASYARAKAT, PEREMPUAN DAN KB","Anggaran Belanja Tidak Langsung","Pegawai",1.241e+11
1045,0,1,1,"1.25.001","DINAS KOMUNIKASI, INFORMATIKA DAN KEHUMASAN","Anggaran Belanja Tidak Langsung","Pegawai",3.577e+10
1046,0,5,3,"1.26.001","BADAN PERPUSTAKAAN DAN ARSIP DAERAH","Anggaran Belanja Tidak Langsung","Pegawai",3.189e+10
1047,0,2,2,"2.05.001","DINAS KELAUTAN DAN PERTANIAN","Anggaran Belanja Tidak Langsung","Pegawai",1.510e+11
1053,0,2,2,"2.07.001","DINAS PERINDUSTRIAN DAN ENERGI","Anggaran Belanja Tidak Langsung","Pegawai",4.189e+10
1054,1,2,2,"2.07.006","Sudin Perindustrian dan Energi - JAKPUS","Anggaran Belanja Tidak Langsung","Pegawai",0
1055,2,2,2,"2.07.007","Sudin Perindustrian dan Energi - JAKUT","Anggaran Belanja Tidak Langsung","Pegawai",0
1056,3,2,2,"2.07.008","Sudin Perindustrian dan Energi - JAKBAR","Anggaran Belanja Tidak Langsung","Pegawai",0
1057,4,2,2,"2.07.009","Sudin Perindustrian dan Energi - JAKSEL","Anggaran Belanja Tidak Langsung","Pegawai",0
1058,5,2,2,"2.07.010","Sudin Perindustrian dan Energi - JAKTIM","Anggaran Belanja Tidak Langsung","Pegawai",0
1059,5,3,2,"1.20.378","Sudin Pelayanan Pajak II - JAKTIM","Anggaran Belanja Tidak Langsung","Pegawai",0
1060,6,4,4,"1.05.013","Sudin Pengawasan dan Penertiban Bangunan Kab - Adm. Kep. Seribu","Anggaran Belanja Tidak Langsung","Pegawai",0
1061,6,5,3,"1.26.007","Kantor Perpustakaan dan Arsip Daerah - P. SERIBU","Anggaran Belanja Tidak Langsung","Pegawai",0
1062,6,4,4,"1.05.019","Sudin Tata Ruang dan Pertanahan - Kep. Seribu","Anggaran Belanja Tidak Langsung","Pegawai",0
1063,6,4,4,"1.04.007","Sudin Perumahan, Permukiman dan Gedung Pemda - Kep. Seribu","Anggaran Belanja Tidak Langsung","Pegawai",0
1064,6,2,2,"1.15.008","Sudin Koperasi, Usaha Mikro, Kecil dan Menengah, dan Perdagangan - Kep.Seribu","Anggaran Belanja Tidak Langsung","Pegawai",0
1065,6,1,1,"1.25.007","Sudin Komunikasi, Informatika dan Kehumasan - Kep.Seribu","Anggaran Belanja Tidak Langsung","Pegawai",0
1066,6,5,3,"1.02.062","RSUD Kep.Seribu","Anggaran Belanja Tidak Langsung","Pegawai",0
1067,0,2,2,"1.17.033","UPT PENATAAN DAN PENGEMBANGAN KAWASAN KOTA TUA","Anggaran Belanja Tidak Langsung","Pegawai",0
1068,0,2,2,"2.03.001","UPT Kelistrikan - Kep. Seribu","Anggaran Belanja Tidak Langsung","Pegawai",0
1069,0,2,2,"1.15.009","UPT Dana Bergulir","Anggaran Belanja Tidak Langsung","Pegawai",0
1101,0,3,2,"1.20.381","Unit Perbendaharaan dan Pelayanan Kas Balaikota","Anggaran Belanja Tidak Langsung","Pegawai",0
1102,1,3,2,"1.20.382","Unit Perbendaharaan dan Pelayanan Kas Jakarta Pusat","Anggaran Belanja Tidak Langsung","Pegawai",0
1103,2,3,2,"1.20.383","Unit Perbendaharaan dan Pelayanan Kas Jakarta Utara","Anggaran Belanja Tidak Langsung","Pegawai",0
1104,3,3,2,"1.20.384","Unit Perbendaharaan dan Pelayanan Kas Jakarta Barat","Anggaran Belanja Tidak Langsung","Pegawai",0
1105,4,3,2,"1.20.385","Unit Perbendaharaan dan Pelayanan Kas Jakarta Selatan","Anggaran Belanja Tidak Langsung","Pegawai",0
1106,5,3,2,"1.20.386","Unit Perbendaharaan dan Pelayanan Kas Jakarta Timur","Anggaran Belanja Tidak Langsung","Pegawai",0
1107,0,3,2,"1.20.380","Pejabat Pengelola Keuangan Daerah","Anggaran Belanja Tidak Langsung","Pegawai",0
1108,0,3,2,"1.20.387","UPT Mobilisasi dan Pemeliharaan Aset","Anggaran Belanja Tidak Langsung","Pegawai",0
1109,0,3,2,"1.20.388","UPT Pusat Penyimpanan Barang Daerah","Anggaran Belanja Tidak Langsung","Pegawai",0
1110,0,5,3,"1.18.017","Gelanggang Olahraga Ciracas Jakarta Timur","Anggaran Belanja Tidak Langsung","Pegawai",0
1111,0,5,3,"1.18.018","Gelanggang Olahraga Cendrawasih","Anggaran Belanja Tidak Langsung","Pegawai",0
1112,0,5,3,"1.22.008","UPT Pusdiklat KB dan Kesetaraan Gender","Anggaran Belanja Tidak Langsung","Pegawai",0
1113,0,5,3,"1.13.032","PSTW Usada Mulia 5","Anggaran Belanja Tidak Langsung","Pegawai",0
1114,0,5,3,"1.13.033","PSBL Harapan Sentosa 4 ","Anggaran Belanja Tidak Langsung","Pegawai",0
1201,0,1,1,"1.20.389","Sekretariat Dewan Pengurus KORPRI Provinsi","Anggaran Belanja Tidak Langsung","Pegawai",3.631e+10
1202,0,4,4,"1.08.029","Unit Pengolahan Limbah Septictank","Anggaran Belanja Tidak Langsung","Pegawai",0
1203,0,5,3,"1.02.068","Unit Penyelenggara Jaminan Pemeliharaan Kesehatan Daerah","Anggaran Belanja Tidak Langsung","Pegawai",0
1204,0,1,1,"1.20.390","Badan Penanggulangan Bencana Daerah","Anggaran Belanja Tidak Langsung","Pegawai",3.595e+09
1205,0,4,4,"1.08.030","UPT Laboratorium Lingkungan Hidup Daerah","Anggaran Belanja Tidak Langsung","Pegawai",0
1206,0,2,2,"1.15.010","Unit Pengelola Lokasi Binaan Usaha Mikro dan Kecil","Anggaran Belanja Tidak Langsung","Pegawai",0
1207,0,3,2,"1.20.391","UPK Samsat Jakarta Pusat","Anggaran Belanja Tidak Langsung","Pegawai",0
1208,0,3,2,"1.20.392","UPK Samsat Jakarta Utara","Anggaran Belanja Tidak Langsung","Pegawai",0
1209,0,3,2,"1.20.393","UPK Samsat Jakarta Barat","Anggaran Belanja Tidak Langsung","Pegawai",0
1210,0,3,2,"1.20.394","UPK Samsat Jakarta Selatan","Anggaran Belanja Tidak Langsung","Pegawai",0
1211,0,3,2,"1.20.395","UPK Samsat Jakarta Timur","Anggaran Belanja Tidak Langsung","Pegawai",0
1212,0,5,3,"1.02.063","RSUD Pasar Minggu","Anggaran Belanja Tidak Langsung","Pegawai",0
1213,0,2,2,"1.15.011","Pusat Promosi Usaha Mikro, Kecil dan Menengah","Anggaran Belanja Tidak Langsung","Pegawai",0
1214,0,2,2,"1.07.017","UPT Pusat Pengujian Kendaraan Bermotor","Anggaran Belanja Tidak Langsung","Pegawai",0
1215,0,2,2,"1.07.018","UPT Terminal dan Angkutan Jalan","Anggaran Belanja Tidak Langsung","Pegawai",0
1216,0,2,2,"1.07.019","UPT  Pengelola Angkutan  Perairan dan Kepelabuhan","Anggaran Belanja Tidak Langsung","Pegawai",0
1217,0,2,2,"1.07.020","UPT Angkutan Sekolah","Anggaran Belanja Tidak Langsung","Pegawai",0
1218,0,2,2,"1.07.021","UPT  Sistem Pengendalian Lalulintas","Anggaran Belanja Tidak Langsung","Pegawai",0
1219,0,2,2,"1.07.022","UPT Terminal Terpadu Pulo Gebang","Anggaran Belanja Tidak Langsung","Pegawai",0
3,0,1,1,"1.20.001","DPRD Propinsi","Anggaran Belanja Tidak Langsung","Pemungutan Pajak",0
4,0,1,1,"1.20.002","SEKRETARIAT DPRD","Anggaran Belanja Tidak Langsung","Pemungutan Pajak",0
5,0,1,1,"1.20.004","SEKRETARIAT DAERAH","Anggaran Belanja Tidak Langsung","Pemungutan Pajak",0
6,0,1,1,"1.20.005","BIRO TATA PEMERINTAHAN","Anggaran Belanja Tidak Langsung","Pemungutan Pajak",0
7,0,1,1,"1.20.006","BIRO KEPALA DAERAH DAN KERJASAMA LUAR NEGERI","Anggaran Belanja Tidak Langsung","Pemungutan Pajak",0
